hgnc_symbol	start_position	end_position	chromosome_name
RTEL1-TNFRSF6B	RTEL1-TNFRSF6B	62290653	62330037	20
RTF1	RTF1	41700606	41775761	15
RTKN	RTKN	74652963	74669549	2
RTKN2	RTKN2	63942794	64028466	10
RTL1	RTL1	101346992	101351184	14
RTN1	RTN1	60062694	60337684	14
RTN2	RTN2	45988547	46000319	19
RTN3	RTN3	63448918	63527363	11
RTN4	RTN4	55199325	55339757	2
RTN4IP1	RTN4IP1	107018903	107077373	6
RTN4R	RTN4R	20228938	20270769	22
RTN4RL1	RTN4RL1	1837971	1928639	17
RTN4RL2	RTN4RL2	57228022	57245007	11
RTP1	RTP1	186915274	186919253	3
RTP2	RTP2	187416047	187420345	3
RTP3	RTP3	46538981	46542439	3
RTP4	RTP4	187086120	187089864	3
RTTN	RTTN	67671029	67873181	18
RUFY1	RUFY1	178977559	179037027	5
RUFY2	RUFY2	70100864	70167051	10
RUFY3	RUFY3	71569921	71673032	4
RUFY4	RUFY4	218899683	218955304	2
RUNDC1	RUNDC1	41132582	41145707	17
RUNDC3A	RUNDC3A	42385781	42396039	17
RUNDC3B	RUNDC3B	87256864	87461611	7
RUNX1	RUNX1	36160098	37376965	21
RUNX1T1	RUNX1T1	92967203	93115514	8
RUNX2	RUNX2	45295894	45632086	6
RUNX3	RUNX3	25226002	25291612	1
RUSC1	RUSC1	155290687	155300905	1
RUSC2	RUSC2	35490124	35561895	9
RUVBL1	RUVBL1	127783621	127872757	3
RUVBL2	RUVBL2	49496705	49519252	19
RWDD1	RWDD1	116892530	116918838	6
RWDD2A	RWDD2A	83903098	83908651	6
RWDD2B	RWDD2B	30376705	30391699	21
RWDD3	RWDD3	95699711	95712781	1
RWDD4	RWDD4	184560788	184580378	4
RXFP1	RXFP1	159236463	159574524	4
RXFP2	RXFP2	32313674	32377009	13
RXFP3	RXFP3	33936491	33939023	5
RXFP4	RXFP4	155911480	155912625	1
RXRA	RXRA	137208944	137332431	9
RXRG	RXRG	165370159	165414433	1
RYBP	RYBP	72420976	72496069	3
RYK	RYK	133784147	133969689	3
RYR1	RYR1	38924339	39078204	19
RYR2	RYR2	237205505	237997288	1
RYR3	RYR3	33603163	34158303	15
S100A1	S100A1	153600402	153604513	1
S100A10	S100A10	151955391	151966866	1
S100A11	S100A11	152004982	152020383	1
S100A12	S100A12	153346184	153348125	1
S100A13	S100A13	153591263	153606568	1
S100A14	S100A14	153586731	153589462	1
S100A16	S100A16	153579362	153585621	1
S100A2	S100A2	153533584	153540366	1
S100A3	S100A3	153519805	153521848	1
S100A4	S100A4	153516089	153522612	1
S100A5	S100A5	153509623	153514241	1
S100A6	S100A6	153507075	153508720	1
S100A7	S100A7	153430220	153433177	1
S100A7A	S100A7A	153389000	153395701	1
S100A7L2	S100A7L2	153409534	153412425	1
S100A8	S100A8	153362508	153363664	1
S100A9	S100A9	153330330	153333503	1
S100B	S100B	48018875	48025121	21
S100G	S100G	16668281	16672793	X
S100P	S100P	6694796	6698897	4
S100PBP	S100PBP	33282368	33324476	1
S100Z	S100Z	76145826	76217475	5
S1PR1	S1PR1	101702444	101707074	1
S1PR2	S1PR2	10334520	10341948	19
S1PR3	S1PR3	91606362	91619925	9
S1PR4	S1PR4	3172344	3180329	19
S1PR5	S1PR5	10623623	10628607	19
SAA1	SAA1	18287721	18291524	11
SAA2	SAA2	18260770	18270190	11
SAA2-SAA4	SAA2-SAA4	18252970	18270182	11
SAA4	SAA4	18252896	18258440	11
SAAL1	SAAL1	18091482	18127638	11
SAC3D1	SAC3D1	64808373	64812300	11
SACM1L	SACM1L	45730548	45786916	3
SACS	SACS	23902965	24007841	13
SACS-AS1	SACS-AS1	23993110	24002818	13
SAE1	SAE1	47616531	47713886	19
SAFB	SAFB	5623046	5668489	19
SAFB2	SAFB2	5587010	5624057	19
SAG	SAG	234216462	234255701	2
SALL1	SALL1	51169886	51185278	16
SALL2	SALL2	21989232	22005350	14
SALL3	SALL3	76740275	76762677	18
SALL4	SALL4	50400581	50419059	20
SAMD1	SAMD1	14198652	14201848	19
SAMD10	SAMD10	62605466	62611361	20
SAMD11	SAMD11	860260	879955	1
SAMD12	SAMD12	119201698	119634234	8
SAMD13	SAMD13	84764049	84855640	1
SAMD14	SAMD14	48187404	48207246	17
SAMD15	SAMD15	77843032	77857840	14
SAMD3	SAMD3	130465460	130686570	6
SAMD4A	SAMD4A	55033815	55260033	14
SAMD4B	SAMD4B	39833036	39876350	19
SAMD5	SAMD5	147830063	148058683	6
SAMD7	SAMD7	169629360	169656963	3
SAMD8	SAMD8	76859344	76941881	10
SAMD9	SAMD9	92728829	92747336	7
SAMD9L	SAMD9L	92759368	92777682	7
SAMHD1	SAMHD1	35518632	35580246	20
SAMM50	SAMM50	44351301	44406411	22
SAMSN1	SAMSN1	15857549	15955723	21
SAP130	SAP130	128698791	128785694	2
SAP18	SAP18	21714653	21723221	13
SAP25	SAP25	100169855	100171270	7
SAP30	SAP30	174291120	174298683	4
SAP30BP	SAP30BP	73663196	73704142	17
SAP30L	SAP30L	153825517	153840614	5
SAPCD2	SAPCD2	139956581	139965040	9
SAR1A	SAR1A	71907045	71930279	10
SAR1B	SAR1B	133936834	133984961	5
SARDH	SARDH	136528682	136605077	9
SARM1	SARM1	26691378	26728065	17
SARNP	SARNP	56146247	56211540	12
SARS	SARS	109756540	109780791	1
SARS2	SARS2	39405906	39440495	19
SART1	SART1	65729160	65747299	11
SART3	SART3	108916357	108955176	12
SASH1	SASH1	148593440	148873186	6
SASH3	SASH3	128913955	128929177	X
SASS6	SASS6	100549119	100598511	1
SAT1	SAT1	23801290	23804343	X
SAT2	SAT2	7529552	7531194	17
SATB1	SATB1	18386879	18487080	3
SATB2	SATB2	200134223	200335989	2
SATL1	SATL1	84347293	84364054	X
SAV1	SAV1	51098776	51135049	14
SAYSD1	SAYSD1	39071840	39082965	6
SBDS	SBDS	66452664	66460588	7
SBF1	SBF1	50883429	50913454	22
SBF2	SBF2	9800214	10315754	11
SBK1	SBK1	28303840	28335170	16
SBK2	SBK2	56041100	56048456	19
SBK3	SBK3	56052023	56056909	19
SBNO1	SBNO1	123773656	123849390	12
SBNO2	SBNO2	1107636	1174282	19
SBSN	SBSN	36014269	36019253	19
SBSPON	SBSPON	73976775	74036323	8
SC5D	SC5D	121163162	121179403	11
SCAF1	SCAF1	50145382	50161899	19
SCAF11	SCAF11	46312914	46385903	12
SCAF4	SCAF4	33043346	33104388	21
SCAF8	SCAF8	155054459	155155192	6
SCAI	SCAI	127704887	127905785	9
SCAMP1	SCAMP1	77656339	77776562	5
SCAMP2	SCAMP2	75136071	75165706	15
SCAMP4	SCAMP4	1905213	1926016	19
SCAMP5	SCAMP5	75249560	75313837	15
SCAND1	SCAND1	34541539	34547394	20
SCAP	SCAP	47455203	47518616	3
SCAPER	SCAPER	76640526	77197785	15
SCARA3	SCARA3	27491385	27534293	8
SCARA5	SCARA5	27727399	27850244	8
SCARB1	SCARB1	125261402	125367214	12
SCARB2	SCARB2	77079890	77135046	4
SCARF1	SCARF1	1537152	1549041	17
SCARF2	SCARF2	20778874	20792146	22
SCCPDH	SCCPDH	246887349	246931439	1
SCD	SCD	102106881	102124591	10
SCD5	SCD5	83550692	83720010	4
SCEL	SCEL	78109809	78219398	13
SCFD1	SCFD1	31091318	31205018	14
SCFD2	SCFD2	53739149	54232242	4
SCG2	SCG2	224461658	224467221	2
SCG3	SCG3	51973550	52013223	15
SCG5	SCG5	32933877	32989299	15
SCGB1A1	SCGB1A1	62172575	62190667	11
SCGB1B2P	SCGB1B2P	35067638	35068606	19
SCGB1C1	SCGB1C1	193080	194573	11
SCGB1D1	SCGB1D1	61957688	61961011	11
SCGB1D2	SCGB1D2	62009682	62012280	11
SCGB1D4	SCGB1D4	62063754	62066536	11
SCGB2A1	SCGB2A1	61976140	61981408	11
SCGB2A2	SCGB2A2	62037627	62040628	11
SCGB2B2	SCGB2B2	35084234	35166604	19
SCGB3A1	SCGB3A1	180017103	180018540	5
SCGB3A2	SCGB3A2	147250245	147261754	5
SCGN	SCGN	25652464	25702011	6
SCHIP1	SCHIP1	159557650	159615149	3
SCIMP	SCIMP	5112256	5138155	17
SCIN	SCIN	12610203	12693228	7
SCLT1	SCLT1	129786076	130014764	4
SCLY	SCLY	238969530	239008054	2
SCMH1	SCMH1	41492872	41707826	1
SCML1	SCML1	17755588	17773105	X
SCML2	SCML2	18257434	18372847	X
SCML4	SCML4	108025308	108145521	6
SCN10A	SCN10A	38738293	38835501	3
SCN11A	SCN11A	38887260	38992052	3
SCN1A	SCN1A	166845670	166984523	2
SCN1B	SCN1B	35521588	35531352	19
SCN2A	SCN2A	166095912	166248818	2
SCN2B	SCN2B	118032666	118047388	11
SCN3A	SCN3A	165944032	166060577	2
SCN3B	SCN3B	123499895	123525952	11
SCN4A	SCN4A	62015914	62050278	17
SCN4B	SCN4B	118004092	118023603	11
SCN5A	SCN5A	38589548	38691164	3
SCN7A	SCN7A	167260083	167350757	2
SCN8A	SCN8A	51984050	52206648	12
SCN9A	SCN9A	167051695	167232503	2
SCNM1	SCNM1	151129140	151142773	1
SCNN1A	SCNN1A	6456009	6486896	12
SCNN1B	SCNN1B	23289552	23392620	16
SCNN1D	SCNN1D	1215816	1227409	1
SCNN1G	SCNN1G	23194036	23228204	16
SCO1	SCO1	10583654	10601692	17
SCO2	SCO2	50961997	50964868	22
SCOC	SCOC	141178440	141306880	4
SCP2	SCP2	53392901	53517375	1
SCPEP1	SCPEP1	55055466	55084129	17
SCRG1	SCRG1	174305852	174327531	4
SCRIB	SCRIB	144873090	144897549	8
SCRN1	SCRN1	29959719	30029905	7
SCRN2	SCRN2	45915058	45918699	17
SCRN3	SCRN3	175260458	175294303	2
SCRT2	SCRT2	642240	656823	20
SCT	SCT	626431	627143	11
SCTR	SCTR	120197419	120282070	2
SCUBE1	SCUBE1	43593289	43739394	22
SCUBE2	SCUBE2	9041071	9159661	11
SCUBE3	SCUBE3	35182190	35220856	6
SCYL1	SCYL1	65292548	65306175	11
SCYL2	SCYL2	100660918	100735502	12
SCYL3	SCYL3	169818772	169863408	1
SDAD1	SDAD1	76862103	76912115	4
SDC1	SDC1	20400558	20425194	2
SDC2	SDC2	97505579	97624000	8
SDC3	SDC3	31342314	31381608	1
SDC4	SDC4	43953928	43977064	20
SDCBP	SDCBP	59465483	59495419	8
SDCBP2	SDCBP2	1290619	1309883	20
SDCCAG8	SDCCAG8	243419320	243663394	1
SDE2	SDE2	226170403	226187032	1
SDF2	SDF2	26975374	26989207	17
SDF2L1	SDF2L1	21996550	21998587	22
SDF4	SDF4	1152288	1167411	1
SDHA	SDHA	218356	256815	5
SDHAF1	SDHAF1	36486090	36487220	19
SDHAF2	SDHAF2	61197514	61215001	11
SDHB	SDHB	17345217	17380665	1
SDHC	SDHC	161284047	161332984	1
SDHD	SDHD	111957497	111990353	11
SDK1	SDK1	3341080	4308632	7
SDK2	SDK2	71330523	71640228	17
SDR16C5	SDR16C5	57212569	57233335	8
SDR39U1	SDR39U1	24908972	24912111	14
SDR42E1	SDR42E1	82031221	82045093	16
SDR42E2	SDR42E2	22177618	22203075	16
SDR9C7	SDR9C7	57316938	57328189	12
SDS	SDS	113830250	113864106	12
SDSL	SDSL	113860042	113876081	12
SEBOX	SEBOX	26691290	26700110	17
SEC11A	SEC11A	85212775	85259947	15
SEC11C	SEC11C	56806709	56826068	18
SEC13	SEC13	10334815	10362862	3
SEC14L1	SEC14L1	75082798	75213179	17
SEC14L2	SEC14L2	30792846	30821305	22
SEC14L3	SEC14L3	30843946	30868036	22
SEC14L4	SEC14L4	30884900	30901698	22
SEC14L5	SEC14L5	5008318	5069159	16
SEC14L6	SEC14L6	30918786	30942669	22
SEC16A	SEC16A	139334549	139372141	9
SEC16B	SEC16B	177893091	177953438	1
SEC22A	SEC22A	122920774	122992977	3
SEC22B	SEC22B	145096220	145116922	1
SEC22C	SEC22C	42589461	42642572	3
SEC23A	SEC23A	39501123	39578850	14
SEC23B	SEC23B	18488137	18542059	20
SEC23IP	SEC23IP	121652223	121702014	10
SEC24A	SEC24A	133984479	134063513	5
SEC24B	SEC24B	110354928	110462052	4
SEC24C	SEC24C	75504120	75531919	10
SEC24D	SEC24D	119643978	119759838	4
SEC31A	SEC31A	83739814	83822319	4
SEC31B	SEC31B	102246399	102289628	10
SEC61A1	SEC61A1	127770484	127790526	3
SEC61A2	SEC61A2	12171636	12211960	10
SEC61B	SEC61B	101984346	101992897	9
SEC61G	SEC61G	54819943	54827667	7
SEC62	SEC62	169684423	169716161	3
SEC63	SEC63	108188960	108279393	6
SECISBP2	SECISBP2	91933421	91974557	9
SECISBP2L	SECISBP2L	49280673	49338760	15
SECTM1	SECTM1	80278900	80291950	17
SEH1L	SEH1L	12947132	12987535	18
SEL1L	SEL1L	81937893	82000205	14
SEL1L2	SEL1L2	13829893	13977089	20
SEL1L3	SEL1L3	25749055	25865382	4
SELE	SELE	169691781	169733846	1
SELENBP1	SELENBP1	151336778	151345209	1
SELL	SELL	169659808	169680839	1
SELP	SELP	169558087	169599431	1
SELPLG	SELPLG	109015686	109027735	12
SEMA3A	SEMA3A	83585093	84122040	7
SEMA3B	SEMA3B	50304990	50314977	3
SEMA3C	SEMA3C	80371854	80551675	7
SEMA3D	SEMA3D	84624869	84816171	7
SEMA3E	SEMA3E	82993222	83278326	7
SEMA3F	SEMA3F	50192478	50226508	3
SEMA3G	SEMA3G	52467069	52479101	3
SEMA4A	SEMA4A	156117157	156147543	1
SEMA4B	SEMA4B	90703836	90772911	15
SEMA4C	SEMA4C	97525453	97536494	2
SEMA4D	SEMA4D	91975702	92113045	9
SEMA4F	SEMA4F	74881355	74909186	2
SEMA4G	SEMA4G	102729275	102745628	10
SEMA5A	SEMA5A	9035138	9546187	5
SEMA5B	SEMA5B	122628041	122747452	3
SEMA6A	SEMA6A	115779312	115910630	5
SEMA6B	SEMA6B	4542600	4559820	19
SEMA6C	SEMA6C	151104161	151119104	1
SEMA6D	SEMA6D	47476298	48066420	15
SEMA7A	SEMA7A	74701630	74726808	15
SEMG1	SEMG1	43835638	43838413	20
SEMG2	SEMG2	43849941	43853099	20
SENP1	SENP1	48436681	48500091	12
SENP2	SENP2	185300284	185351339	3
SENP3	SENP3	7465192	7475287	17
SENP3-EIF4A1	SENP3-EIF4A1	7466604	7482033	17
SENP5	SENP5	196594727	196661585	3
SENP6	SENP6	76311225	76427997	6
SENP7	SENP7	101043049	101232085	3
SENP8	SENP8	72406599	72433311	15
SEPHS1	SEPHS1	13359424	13390297	10
SEPHS2	SEPHS2	30454952	30457502	16
SEPSECS	SEPSECS	25121627	25162204	4
SEPT1	SEPT1	30389454	30407312	16
SEPT10	SEPT10	110300559	110371783	2
SEPT11	SEPT11	77870856	77961537	4
SEPT12	SEPT12	4827670	4838522	16
SEPT14	SEPT14	55861237	55930482	7
SEPT2	SEPT2	242254515	242293442	2
SEPT3	SEPT3	42372276	42394225	22
SEPT4	SEPT4	56597611	56618179	17
SEPT5	SEPT5	19701987	19712295	22
SEPT6	SEPT6	118749687	118827333	X
SEPT7	SEPT7	35840542	35944917	7
SEPT8	SEPT8	132086509	132142933	5
SEPT9	SEPT9	75276651	75496678	17
SERAC1	SERAC1	158530536	158589312	6
SERBP1	SERBP1	67873493	67896098	1
SERF1A	SERF1A	70196492	70214357	5
SERF2	SERF2	44069285	44094787	15
SERGEF	SERGEF	17809595	18034709	11
SERHL2	SERHL2	42949623	42970388	22
SERINC1	SERINC1	122764499	122792967	6
SERINC3	SERINC3	43124862	43150750	20
SERINC4	SERINC4	44086360	44092419	15
SERINC5	SERINC5	79407050	79551898	5
SERP1	SERP1	150259781	150321015	3
SERP2	SERP2	44947801	44971850	13
SERPINA1	SERPINA1	94843084	94857030	14
SERPINA10	SERPINA10	94749650	94759608	14
SERPINA11	SERPINA11	94908801	94919127	14
SERPINA12	SERPINA12	94953611	94984181	14
SERPINA3	SERPINA3	95078714	95090392	14
SERPINA4	SERPINA4	95027428	95036250	14
SERPINA5	SERPINA5	95027779	95059457	14
SERPINA6	SERPINA6	94770585	94789731	14
SERPINA7	SERPINA7	105277197	105282729	X
SERPINA9	SERPINA9	94929054	94946026	14
SERPINB1	SERPINB1	2832566	2842240	6
SERPINB10	SERPINB10	61564408	61603345	18
SERPINB11	SERPINB11	61314813	61391127	18
SERPINB12	SERPINB12	61223393	61234244	18
SERPINB13	SERPINB13	61254223	61271873	18
SERPINB2	SERPINB2	61538926	61571124	18
SERPINB3	SERPINB3	61322431	61329197	18
SERPINB4	SERPINB4	61304493	61311532	18
SERPINB5	SERPINB5	61143994	61172318	18
SERPINB6	SERPINB6	2948393	2972090	6
SERPINB7	SERPINB7	61420169	61472604	18
SERPINB8	SERPINB8	61637159	61672278	18
SERPINB9	SERPINB9	2887500	2903514	6
SERPINC1	SERPINC1	173872947	173886516	1
SERPIND1	SERPIND1	21128167	21142008	22
SERPINE1	SERPINE1	100770370	100782547	7
SERPINE2	SERPINE2	224839829	224904036	2
SERPINE3	SERPINE3	51909909	51938871	13
SERPINF1	SERPINF1	1665253	1680868	17
SERPINF2	SERPINF2	1646130	1658562	17
SERPING1	SERPING1	57364860	57382326	11
SERPINH1	SERPINH1	75273101	75283828	11
SERPINI1	SERPINI1	167453031	167543356	3
SERPINI2	SERPINI2	167159577	167196792	3
SERTAD1	SERTAD1	40927499	40931932	19
SERTAD2	SERTAD2	64858755	64978139	2
SERTAD3	SERTAD3	40946751	40950612	19
SERTAD4	SERTAD4	210406144	210419976	1
SERTM1	SERTM1	37248049	37271976	13
SESN1	SESN1	109307640	109416022	6
SESN2	SESN2	28586038	28609002	1
SESN3	SESN3	94898704	94965705	11
SESTD1	SESTD1	179966419	180129517	2
SET	SET	131445703	131458679	9
SETBP1	SETBP1	42260138	42648475	18
SETD1A	SETD1A	30968615	30996437	16
SETD1B	SETD1B	122242086	122270562	12
SETD2	SETD2	47057919	47205457	3
SETD3	SETD3	99864083	99947216	14
SETD4	SETD4	37406839	37451687	21
SETD5	SETD5	9439299	9520924	3
SETD6	SETD6	58549383	58554431	16
SETD7	SETD7	140417095	140527853	4
SETD9	SETD9	56205087	56221359	5
SETDB1	SETDB1	150898739	150937213	1
SETDB2	SETDB2	50018429	50069138	13
SETMAR	SETMAR	4344988	4359251	3
SETSIP	SETSIP	92540090	92540968	1
SETX	SETX	135136743	135230372	9
SEZ6	SEZ6	27281919	27333458	17
SEZ6L	SEZ6L	26565440	26779562	22
SEZ6L2	SEZ6L2	29882480	29910868	16
SF1	SF1	64532078	64546258	11
SF3A1	SF3A1	30727977	30752936	22
SF3A2	SF3A2	2236520	2248678	19
SF3A3	SF3A3	38422647	38456593	1
SF3B1	SF3B1	198254508	198299815	2
SF3B2	SF3B2	65818200	65836779	11
SF3B3	SF3B3	70557691	70608820	16
SF3B4	SF3B4	149895209	149900236	1
SF3B5	SF3B5	144416018	144416754	6
SFI1	SFI1	31884674	32014572	22
SFMBT1	SFMBT1	52937588	53080766	3
SFMBT2	SFMBT2	7200586	7453450	10
SFN	SFN	27189633	27190947	1
SFPQ	SFPQ	35641979	35658749	1
SFR1	SFR1	105881816	105886143	10
SFRP1	SFRP1	41119481	41167016	8
SFRP2	SFRP2	154701744	154710272	4
SFRP4	SFRP4	37945543	38065297	7
SFRP5	SFRP5	99526508	99531709	10
SFSWAP	SFSWAP	132195626	132284282	12
SFT2D1	SFT2D1	166733216	166756079	6
SFT2D2	SFT2D2	168195176	168222263	1
SFT2D3	SFT2D3	128458597	128461385	2
SFTA1P	SFTA1P	10826400	10836943	10
SFTA3	SFTA3	36942493	36983034	14
SFTPA1	SFTPA1	81370695	81375196	10
SFTPA2	SFTPA2	81315608	81320153	10
SFTPB	SFTPB	85884437	85895864	2
SFTPC	SFTPC	22014426	22021992	8
SFTPD	SFTPD	81697496	81742370	10
SFXN1	SFXN1	174904065	174956745	5
SFXN2	SFXN2	104474295	104503249	10
SFXN3	SFXN3	102790991	102800998	10
SFXN4	SFXN4	120900279	120925179	10
SFXN5	SFXN5	73169165	73302747	2
SGCA	SGCA	48241575	48253292	17
SGCB	SGCB	52886872	52904648	4
SGCD	SGCD	155297354	156194799	5
SGCE	SGCE	94214542	94285521	7
SGCG	SGCG	23755091	23899304	13
SGCZ	SGCZ	13947373	15095848	8
SGIP1	SGIP1	66999066	67213982	1
SGK1	SGK1	134490384	134639250	6
SGK2	SGK2	42187608	42216877	20
SGK3	SGK3	67624653	67774257	8
SGMS1	SGMS1	52065360	52384923	10
SGMS2	SGMS2	108745719	108836203	4
SGPL1	SGPL1	72575717	72640930	10
SGPP1	SGPP1	64150932	64194757	14
SGPP2	SGPP2	223289236	223425667	2
SGSH	SGSH	78180515	78194722	17
SGSM1	SGSM1	25202236	25323545	22
SGSM2	SGSM2	2240792	2284352	17
SGSM3	SGSM3	40766595	40806293	22
SGTA	SGTA	2754712	2783369	19
SGTB	SGTB	64961755	65018862	5
SH2B1	SH2B1	28857921	28885526	16
SH2B2	SH2B2	101928405	101962178	7
SH2B3	SH2B3	111843752	111889427	12
SH2D1A	SH2D1A	123480194	123507005	X
SH2D1B	SH2D1B	162365056	162381928	1
SH2D2A	SH2D2A	156776035	156786654	1
SH2D3A	SH2D3A	6752171	6767599	19
SH2D3C	SH2D3C	130500596	130541020	9
SH2D4A	SH2D4A	19171128	19253729	8
SH2D4B	SH2D4B	82297658	82406316	10
SH2D5	SH2D5	21046225	21059330	1
SH2D6	SH2D6	85645844	85664152	2
SH2D7	SH2D7	78370150	78397251	15
SH3BGR	SH3BGR	40817781	40887433	21
SH3BGRL	SH3BGRL	80457442	80554046	X
SH3BGRL2	SH3BGRL2	80341000	80413372	6
SH3BGRL3	SH3BGRL3	26605667	26608007	1
SH3BP1	SH3BP1	38030661	38062939	22
SH3BP2	SH3BP2	2794750	2842825	4
SH3BP4	SH3BP4	235860617	235964358	2
SH3BP5	SH3BP5	15296360	15382875	3
SH3BP5L	SH3BP5L	249104648	249120832	1
SH3D19	SH3D19	152023903	152246784	4
SH3D21	SH3D21	36771988	36790484	1
SH3GL1	SH3GL1	4360367	4400544	19
SH3GL2	SH3GL2	17579080	17797127	9
SH3GL3	SH3GL3	84115980	84287495	15
SH3GLB1	SH3GLB1	87170259	87213867	1
SH3GLB2	SH3GLB2	131769315	131790582	9
SH3KBP1	SH3KBP1	19552093	19905719	X
SH3PXD2A	SH3PXD2A	105348285	105615301	10
SH3PXD2B	SH3PXD2B	171752185	171881527	5
SH3RF1	SH3RF1	170015407	170192256	4
SH3RF2	SH3RF2	145316142	145461354	5
SH3RF3	SH3RF3	109745804	110262207	2
SH3TC1	SH3TC1	8183799	8243530	4
SH3TC2	SH3TC2	148303202	148442726	5
SH3YL1	SH3YL1	217730	266398	2
SHANK1	SHANK1	51165084	51222707	19
SHANK2	SHANK2	70313961	70963623	11
SHARPIN	SHARPIN	145153536	145163027	8
SHB	SHB	37919131	38069210	9
SHBG	SHBG	7517382	7536700	17
SHC1	SHC1	154934774	154946871	1
SHC2	SHC2	416583	460996	19
SHC3	SHC3	91628060	91793682	9
SHC4	SHC4	49115932	49255641	15
SHCBP1	SHCBP1	46614466	46655538	16
SHCBP1L	SHCBP1L	182869000	182922660	1
SHD	SHD	4278598	4290721	19
SHE	SHE	154442248	154474589	1
SHF	SHF	45459412	45493373	15
SHH	SHH	155592680	155604967	7
SHISA2	SHISA2	26618735	26625169	13
SHISA3	SHISA3	42399856	42404504	4
SHISA4	SHISA4	201857808	201861434	1
SHISA5	SHISA5	48509197	48542259	3
SHISA6	SHISA6	11144580	11467380	17
SHISA7	SHISA7	55940107	55954230	19
SHISA8	SHISA8	42307297	42310570	22
SHISA9	SHISA9	12995477	13334272	16
SHKBP1	SHKBP1	41082757	41097305	19
SHMT1	SHMT1	18231187	18266856	17
SHMT2	SHMT2	57623110	57628718	12
SHOC2	SHOC2	112679301	112773425	10
SHOX	SHOX	585079	620146	X
SHOX2	SHOX2	157814948	157824292	3
SHPK	SHPK	3511556	3539616	17
SHPRH	SHPRH	146185381	146285559	6
SHQ1	SHQ1	72798428	72911065	3
SHROOM1	SHROOM1	132157833	132166590	5
SHROOM2	SHROOM2	9754496	9917483	X
SHROOM3	SHROOM3	77356253	77704406	4
SHROOM4	SHROOM4	50334647	50557302	X
SI	SI	164696686	164796283	3
SIAE	SIAE	124503009	124565603	11
SIAH1	SIAH1	48390275	48482313	16
SIAH2	SIAH2	150458914	150481264	3
SIAH3	SIAH3	46354405	46425871	13
SIDT1	SIDT1	113251143	113348425	3
SIDT2	SIDT2	117049449	117068160	11
SIGIRR	SIGIRR	405716	417455	11
SIGLEC1	SIGLEC1	3667617	3687775	20
SIGLEC10	SIGLEC10	51913275	51921057	19
SIGLEC11	SIGLEC11	50452242	50464429	19
SIGLEC12	SIGLEC12	51994611	52005043	19
SIGLEC14	SIGLEC14	52145806	52150054	19
SIGLEC15	SIGLEC15	43405477	43424045	18
SIGLEC5	SIGLEC5	52114781	52150151	19
SIGLEC6	SIGLEC6	52022779	52035110	19
SIGLEC7	SIGLEC7	51645556	51656783	19
SIGLEC8	SIGLEC8	51954101	51961710	19
SIGLEC9	SIGLEC9	51628165	51639908	19
SIGMAR1	SIGMAR1	34634719	34637806	9
SIK1	SIK1	44834395	44847008	21
SIK2	SIK2	111473115	111601577	11
SIK3	SIK3	116714118	116969153	11
SIKE1	SIKE1	115312100	115323306	1
SIL1	SIL1	138282409	138629246	5
SIM1	SIM1	100832891	100912805	6
SIM2	SIM2	38071433	38122218	21
SIMC1	SIMC1	175665365	175772994	5
SIN3A	SIN3A	75661720	75748183	15
SIN3B	SIN3B	16940211	16991164	19
SIPA1	SIPA1	65405568	65418401	11
SIPA1L1	SIPA1L1	71787166	72207946	14
SIPA1L2	SIPA1L2	232533711	232697304	1
SIPA1L3	SIPA1L3	38397868	38699012	19
SIRPA	SIRPA	1875154	1920543	20
SIRPB1	SIRPB1	1544167	1600707	20
SIRPB2	SIRPB2	1451386	1472233	20
SIRPD	SIRPD	1514897	1539489	20
SIRPG	SIRPG	1609798	1638425	20
SIRT1	SIRT1	69644427	69678147	10
SIRT2	SIRT2	39369197	39390502	19
SIRT3	SIRT3	215458	236931	11
SIRT4	SIRT4	120740119	120751052	12
SIRT5	SIRT5	13574816	13614790	6
SIRT6	SIRT6	4174106	4182601	19
SIRT7	SIRT7	79869815	79879199	17
SIT1	SIT1	35649292	35650937	9
SIVA1	SIVA1	105219437	105234831	14
SIX1	SIX1	61110133	61124977	14
SIX2	SIX2	45232300	45236569	2
SIX3	SIX3	45168902	45173216	2
SIX3-AS1	SIX3-AS1	45167293	45169012	2
SIX4	SIX4	61176246	61191066	14
SIX5	SIX5	46268043	46272484	19
SIX6	SIX6	60975669	60979568	14
SKA1	SKA1	47901365	47920543	18
SKA2	SKA2	57187312	57232630	17
SKA3	SKA3	21727734	21750741	13
SKAP1	SKAP1	46210802	46507637	17
SKAP2	SKAP2	26706681	27034858	7
SKI	SKI	2160134	2241558	1
SKIDA1	SKIDA1	21802407	21814611	10
SKIL	SKIL	170075466	170114623	3
SKOR1	SKOR1	68112042	68126899	15
SKOR2	SKOR2	44746293	44775554	18
SKP1	SKP1	133484633	133512729	5
SKP2	SKP2	36152091	36184421	5
SLA	SLA	134048973	134115298	8
SLA2	SLA2	35240721	35274619	20
SLAIN1	SLAIN1	78272023	78338377	13
SLAIN2	SLAIN2	48343339	48428229	4
SLAMF1	SLAMF1	160577890	160617085	1
SLAMF6	SLAMF6	160454820	160493052	1
SLAMF7	SLAMF7	160709037	160724611	1
SLAMF8	SLAMF8	159796540	159807039	1
SLAMF9	SLAMF9	159921282	159924044	1
SLBP	SLBP	1694527	1714282	4
